,Title,Abstract
104,"Not just urban: The Formosan subterranean termite, Coptotermes formosanus, is invading forests in the Southeastern USA","Coptotermes formosanus, known in its native China as the ‘House White Ant’, was introduced to the southeast USA likely in the 1950s, where it is known as the Formosan subterranean termite. In the USA it is best known as a pest of buildings in urban areas, however C. formosanus also attacks live trees along streets and in urban parks, suggesting it may be able to invade forests in the USA. A survey of 113 forest patches around Charleston South Carolina and New Orleans Louisiana, where C. formosanus was first recorded, found that 37% and 52%, respectively, were infested. Resistograph measurement of internal hollows in tree trunks in forest patches infested with C. formosanus found infested sites contained more and larger hollows compared with non-infested sites. Compared with forest patches free of C. formosanus, infested patches had 32% more trees with hollows in Charleston, and 115% more in New Orleans. Similarly, compared with patches free of C. formosanus, hollows were 2–3 times larger in infested patches in Charleston, and 2–6 times larger in New Orleans. Quercus (oak) and Acer (maple) were the most damaged trees in Charleston, whereas Carya (bitternut hickory), Taxodium (bald cypress), Nyssa (blackgum) and Liquidamber (sweetgum) were the most damaged in New Orleans. As termite damaged trees are more likely to die, these differing damage levels between tree species suggests that C. formosanus may alter community structure in US forests. © 2019, Springer Nature Switzerland AG."
105,Loss of urban forest canopy and the effects on neighborhood soundscapes,"The urban landscape constitutes a key aspect of human - nature interactions, as more than 60% of the world’s population resides in cities and their suburbs. This study focuses on the characteristics of the landscape that humans (and other organisms) perceive as sound and the role of a suburban soundscape in defining experience of place. Vegetation plays an important role in shaping soundscapes, both by creating sound and attenuating sound from natural and human sources. An invasive insect pest, the Emerald Ash Borer (Agrilus planipennis), is killing millions of ash trees (genus Fraxinus) throughout North America. As a result, many municipalities are systematically removing Fraxinus trees. The objective of this research was to determine if and how removal of a substantial amount of the urban forest in such a community causes changes in the local soundscape, particularly in the proportion of human-sourced sounds versus sounds associated with nature. We selected Arlington Heights, Illinois, as the study site, where a series of before-and-after sound recordings were gathered as ash trees were removed between 2013 and 2015. Comparison of recordings using the Raven sound analysis program revealed significant differences in some measures of sound attributes tested as tree canopy decreased. We detected more human-produced mechanical sounds (anthrophony) and fewer sounds associated with weather (geophony) in these sites. Changes in sounds associated with animals (biophony) varied seasonally. We conclude that monitoring changes in the proportions of anthrophony, biophony and geophony provides insight into fauna biodiversity and the human experience of a suburban ecosystem. © 2018, Springer Science+Business Media, LLC, part of Springer Nature."
106,Tree diversity regulates forest pest invasion,"Nonnative pests often cause cascading ecological impacts, leading to detrimental socioeconomic consequences; however, how plant diversity may influence insect and disease invasions remains unclear. High species diversity in host communities may promote pest invasions by providing more niches (i.e., facilitation), but it can also diminish invasion success because low host dominance may make it more difficult for pests to establish (i.e., dilution). Most studies to date have focused on small-scale, experimental, or individual pest/disease species, while large-scale empirical studies, especially in natural ecosystems, are extremely rare. Using subcontinental-level data, we examined the role of tree diversity on pest invasion across the conterminous United States and found that the tree-pest diversity relationships are hump-shaped. Pest diversity increases with tree diversity at low tree diversity (because of facilitation or amplification) and is reduced at higher tree diversity (as a result of dilution). Thus, tree diversity likely regulates forest pest invasion through both facilitation and dilution that operate simultaneously, but their relative strengths vary with overall diversity. Our findings suggest the role of native species diversity in regulating nonnative pest invasions. © 2019 National Academy of Sciences. All Rights Reserved."
107,Prioritizing the conservation needs of United States tree species: Evaluating vulnerability to forest insect and disease threats,"Insect and disease infestations pose major threats to several North American forest tree species. Scientists and managers from throughout the United States Forest Service developed a conservation priority-setting framework for forest tree species at risk from insects and disease and other threats. The Project CAPTURE (Conservation Assessment and Prioritization of Forest Trees Under Risk of Extirpation)framework is data-driven and guided by expert opinion, allowing the quantitative grouping of species into vulnerability classes that may require different management and conservation strategies. We applied this framework to categorize and prioritize 419 native North American tree species for conservation, monitoring, and management using trait data and insect and disease threat data for each host tree species. The categorization is based on vulnerability factors relating to each tree species’ (1)insect and disease threat severity, (2)sensitivity to insect and disease infestation, and (3)capacity to adapt to insect and disease infestation. We used K-means clustering to group species into 11 classes based on these vulnerability dimensions. The three most vulnerable classes encompassed 15 species which require the most immediate conservation intervention. Two additional classes face less severe insect and disease threats and may be good candidates for resistance breeding efforts. Other groups had traits associated with high sensitivity and/or low adaptive capacity to potential future insect and disease threats, suggesting that these species need close monitoring. This assessment tool should be valuable for decision-makers determining which species and populations to target for monitoring efforts and for pro-active gene conservation and management activities. © 2019 The Authors"
108,"Temperature-Dependent Development and Host Range of Crapemyrtle Bark Scale, Acanthococcus lagerstroemiae (Kuwana) (Hemiptera: Eriococcidae)","The crapemyrtle bark scale, Acanthococcus lagerstroemiae (Kuwana) (Hemiptera: Eriococcidae), is an invasive pest of crapemyrtles, Lagerstroemia spp. L. (Lythraceae) in the southeastern USA. Information about its temperature-dependent development and host range is limited. The objectives of this study were to evaluate the effects of temperature on the immature development of A. lagerstroemiae, and to determine plant species suitable for immature development and reproduction. Developmental time and survival of eggs were evaluated at 7 constant temperatures from 17.5 to 32 °C, and of nymphs at 20, 25, and 30 °C. Results suggested that 27.5 °C was the optimum temperature for egg hatching with the shortest time (10 d) and the highest hatching rate (95%). The developmental time for A. lagerstroemiae from nymph to prepupa and gravid female was 56 d and 68 d at 30 °C, respectively. Five plant species besides crapemyrtle (Lagerstroemia indica × fauriei L.) were able to support the immature development and reproduction of A. lagerstroemiae under no-choice conditions, including Lawsonia inermis L., Heimia salicifolia Link, Punica granatum L., Lythrum alatum Pursh (all Lythraceae), and Callicarpa americana L. (Lamiaceae). At wk 12 from inoculation, the density of gravid females was 482 ± 92 (mean ± standard error) on L. indica × fauriei, 200 ± 70 on C. americana, and < 150 on other species. Using data from developmental time and host range, integrated pest management (IPM) practitioners can implement preventive strategies for A. lagerstroemiae. © 2019 Florida Entomological Society. All rights reserved."
109,Is success in detection of Agrilus planipennis related to forest edges?,"The emerald ash borer (Agrilus planipennis) is a destructive invasive beetle that has caused mortality of millions of Fraxinus spp. trees in North America. The extended interval between insect establishment, detection and management has allowed this pest to spread over large parts of North America. Artificial purple canopy traps are currently used in national detection surveys for this beetle. The effectiveness of purple canopy traps at low-to-moderate A. planipennis population densities in relation to road proximity was evaluated in 2013 and 2014. Transects of traps were established at set distances from roads in northern Michigan near an isolated A. planipennis infestation. It was hypothesized that trap effectiveness is influenced by road proximity, and that traps placed closer to roads were more likely to detect A. planipennis. A significant relationship was established between the mean number of A. planipennis captured on traps and road proximity (nearness), while no significant relationship was observed between detection success and road proximity. These findings suggest establishing traps further from roads (which can be less economically efficient) provides no greater likelihood of detection than establishing traps on or near the road edge. Basal area of non-ash and ash species, beetle population density, vigour rating, ash tree species and sampling duration were shown to significantly influence the number of A. planipennis captured on traps. © 2018 Blackwell Verlag GmbH"
110,Ips typographus and Dendroctonus ponderosae Models Project Thermal Suitability for Intra- and Inter-Continental Establishment in a Changing Climate,"Climate change is altering legacies of native insect-caused disturbances and contributing to non-native invasions globally. Many insect fitness traits are temperature dependent and projected climatic changes are expected to cause continued alterations in insect-caused tree mortality, with uncertain consequences for forest ecosystems and their management. Dendroctonus ponderosae in Pinus habitats of western North America and Ips typographus in European Picea are among the most significant tree mortality agents on each continent. Changing climate is influencing both species in their native habitats, although thermal suitability if they should invade new continents and novel forest habitats has not been investigated. We assessed thermal suitability for intra- and inter-continental establishment using physiological models that describe evolved, temperature-dependent traits of each species. Models were driven by projections from two Global Climate Models representing RCP 8.5. Simulations suggest that for both species the common phenological strategy of one generation annually (univoltine) will shift northward with warming throughout this century. As optimum habitat for I. typographus univoltinism shifts northward, habitat supporting a 2nd generation, a historically common strategy in warm European Picea forests, expands on both continents. In contrast, a 2nd D. ponderosae generation has been historically rare due to traits that evolved for phenological synchrony in its cool native habitats. As thermal habitat for D. ponderosae univoltinism shifts northward, suitability for a 2nd generation is limited to the warmest Pinus forests on both continents. In the near future (2011–2040), models project extensive thermal suitability for inter-continental establishment of both species, highlighting the need for effective mitigation policies and continued monitoring at ports in an era of climate change and increasing global trade. Throughout the century, thermal suitability remains high for I. typographus population success on both continents, for D. ponderosae in warm areas of Europe, and for D. ponderosae expansion into novel North American Pinus habitats. Portions of the historical D. ponderosae range, however, are projected to become thermally unsuitable. © 2019, At least a portion of this work is authored by Barbara J. Bentz and Aaron Weed, on behalf of the U.S. Government and, as regards Dr. Bentz and Dr. Weed and the US government, is not subject to copyright protection in the United States. Foreign and other copyrights may apply."
111,Landscape variables influence Phytophthora cinnamomi distribution within a forested Kentucky watershed,"Invasive pests and pathogens have contributed to widescale forest change around the world, but especially in the eastern US. Phytophthora cinnamomi, one such introduced pathogen, causes root rot in American chestnut (Castanea dentata) and shortleaf pine (Pinus echinata), among other eastern forest species of interest, and has inhibited chestnut restoration efforts in some cases. Traditionally, P. cinnamomi has been associated with low landscape positions and moister soils; however, its distribution patterns in the eastern US are poorly understood. Improved understanding of P. cinnamomi distribution may enable forest managers to prioritize sites with low risk of P. cinnamomi presence for chestnut restoration. To elucidate landscape factors associated with P. cinnamomi distribution, two sets of soil samples from an eastern Kentucky forest (representing two levels of sampling intensity) were screened for P. cinnamomi incidence, and data were analyzed for spatial distribution patterns. In general, sites in which P. cinnamomi was detected tended to be warmer (higher annual solar radiation) and drier (lower moisture indices), than sites in which P. cinnamomi were not detected. P. cinnamomi incidence was also found to be associated with oak (Quercus spp.) abundance and (weakly) negatively associated with soil microbial activity under certain conditions. Overall, P. cinnamomi was found to be distributed across a wide range of landscape variables, including both drier ridge-top sites and moister streamside sites, contrary to traditional associations. In addition, the association with oak abundance suggests that the drier upland sites preferred by oak species in eastern Kentucky are not “safe” from P. cinnamomi. Given that P. cinnamomi was found distributed across a range of environmental conditions, forest managers cannot assume that any landscape position is phytophthora-free, and soil screening should be used for site selection to inform restoration of chestnut and other susceptible species. © 2019 Elsevier B.V."
112,High-Throughput sequencing to investigate phytopathogenic fungal propagules caught in baited insect traps,"Studying the means of dispersal of plant pathogens is crucial to better understand the dynamic interactions involved in plant infections. On one hand, entomologists rely mostly on both traditional molecular methods and morphological characteristics, to identify pests. On the other hand, high-throughput sequencing (HTS) is becoming the go-to avenue for scientists studying phytopathogens. These organisms sometimes infect plants, together with insects. Considering the growing number of exotic insect introductions in Canada, forest pest-management efforts would benefit from the development of a high-throughput strategy to investigate the phytopathogenic fungal and oomycete species interacting with wood-boring insects. We recycled formerly discarded preservative fluids from the Canadian Food Inspection Agency annual survey using insect traps and analysed more than one hundred samples originating from across Canada. Using the Ion Torrent Personal Genome Machine (PGM) HTS technology and fusion primers, we performed metabarcoding to screen unwanted fungi and oomycetes species, including Phytophthora spp. Community profiling was conducted on the four different wood-boring, insect-attracting semiochemicals; although the preservative (contained ethanol) also attracted other insects. Phytopathogenic fungi (e.g., Leptographium spp. and Meria laricis in the pine sawyer semiochemical) and oomycetes (mainly Peronospora spp. and Pythium aff. hypogynum in the General Longhorn semiochemical), solely associated with one of the four types of semiochemicals, were detected. This project demonstrated that the insect traps’ semiochemical microbiome represents a new and powerful matrix for screening phytopathogens. Compared to traditional diagnostic techniques, the fluids allowed for a faster and higher throughput assessment of the biodiversity contained within. Additionally, minimal modifications to this approach would allow it to be used in other phytopathology fields. © 2019 by the authors. Licensee MDPI, Basel, Switzerland."
113,Deciphering the worldwide invasion of the Asian long-horned beetle: A recurrent invasion process from the native area together with a bridgehead effect,"Retracing introduction routes is crucial for understanding the evolutionary processes involved in an invasion, as well as for highlighting the invasion history of a species at the global scale. The Asian long-horned beetle (ALB) Anoplophora glabripennis is a xylophagous pest native to Asia and invasive in North America and Europe. It is responsible for severe losses of urban trees, in both its native and invaded ranges. Based on historical and genetic data, several hypotheses have been formulated concerning its invasion history, including the possibility of multiple introductions from the native zone and secondary dispersal within the invaded areas, but none have been formally tested. In this study, we characterized the genetic structure of ALB in both its native and invaded ranges using microsatellites. In order to test different invasion scenarios, we used an approximate Bayesian “random forest” algorithm together with traditional population genetics approaches. The strong population differentiation observed in the native area was not geographically structured, suggesting complex migration events that were probably human-mediated. Both native and invasive populations had low genetic diversity, but this characteristic did not prevent the success of the ALB invasions. Our results highlight the complexity of invasion pathways for insect pests. Specifically, our findings indicate that invasive species might be repeatedly introduced from their native range, and they emphasize the importance of multiple, human-mediated introductions in successful invasions. Finally, our results demonstrate that invasive species can spread across continents following a bridgehead path, in which an invasive population may have acted as a source for another invasion. © 2019 John Wiley & Sons Ltd"
114,Mitotic recombination and rapid genome evolution in the invasive forest pathogen phytophthora ramorum,"Invasive alien species often have reduced genetic diversity and must adapt to new environments. Given the success of many invasions, this is sometimes called the genetic paradox of invasion. Phytophthora ramorum is invasive, limited to asexual reproduction within four lineages, and presumed clonal. It is responsible for sudden oak death in the United States, sudden larch death in Europe, and ramorum blight in North America and Europe. We sequenced the genomes of 107 isolates to determine how this pathogen can overcome the invasion paradox. Mitotic recombination (MR) associated with transposons and low gene density has generated runs of homozygosity (ROH) affecting 2,698 genes, resulting in novel genotypic diversity within the lineages. One ROH enriched in effectors was fixed in the NA1 lineage. An independent ROH affected the same scaffold in the EU1 lineage, suggesting an MR hot spot and a selection target. Differences in host infection between EU1 isolates with and without the ROH suggest that they may differ in aggressiveness. Non-core regions (not shared by all lineages) had signatures of accelerated evolution and were enriched in putative pathogenicity genes and transposons. There was a striking pattern of gene loss, including all effectors, in the non-core EU2 genome. Positive selection was observed in 8.0% of RxLR and 18.8% of Crinkler effector genes compared with 0.9% of the core eukaryotic gene set. We conclude that the P. ramorum lineages are diverging via a rapidly evolving non-core genome and that the invasive asexual lineages are not clonal, but display genotypic diversity caused by MR. IMPORTANCE Alien species are often successful invaders in new environments, despite the introduction of a few isolates with a reduced genetic pool. This is called the genetic paradox of invasion. We found two mechanisms by which the invasive forest pathogen causing sudden oak and sudden larch death can evolve. Extensive mitotic recombination producing runs of homozygosity generates genotypic diversity even in the absence of sexual reproduction, and rapid turnover of genes in the non-core, or nonessential portion of genome not shared by all isolates, allows pathogenicity genes to evolve rapidly or be eliminated while retaining essential genes. Mitotic recombination events occur in genomic hot spots, resulting in similar ROH patterns in different isolates or groups; one ROH, independently generated in two different groups, was enriched in pathogenicity genes and may be a target for selection. This provides important insights into the evolution of invasive alien pathogens and their potential for adaptation and future persistence. © 2019 Dale et al."
115,"Maple Syrup Producers of the Lake States, USA: Attitudes Towards and Adaptation to Social, Ecological, and Climate Conditions","Maple syrup is an important non-timber forest product derived from the sap of the sugar maple (Acer saccharum Marshall). However, maple syrup producers are facing a diversity of challenges, including: potential range shifts in the maple resource; increasing variability in the timing, duration and yield of sap flow and syrup operations; invasive species, pests and diseases; and intergenerational land and business transfer challenges. Members of Maple Syrup Producer Associations in Minnesota, Wisconsin, and Michigan were surveyed to learn about their operations, adaptation strategies, concerns, and information needs. While many respondents indicated they have undertaken or plan to undertake adaptation activities, only 11% had done so out of specific concern over changing climate conditions. Climate-motivated activities included: being prepared to tap earlier and utilizing newer technology such as vacuum tubing or reverse osmosis to enhance sap collection and processing efficiency. Respondents were generally unlikely to consider planting climate-resilient maple cultivars or tapping trees other than sugar maple. They expressed the greatest concerns over tree health and forest pests, as well as their physical ability and family member interest to continue their operations. Boil season variability and weather issues were viewed with less concern. Respondents were generally optimistic that they can adapt to future conditions, likely in large measure through the adoption of new technologies, and they expect their syrup production levels to slightly increase in the future. If future climate scenarios play out, however, additional planning and adaptation strategies may be called for, particularly as they relate to forest health and productivity issues. © 2019, This is a U.S. Government work and not under copyright protection in the US; foreign copyright protection may apply."
116,Eight-year blight (Cryphonectria parasitica) resistance of backcross-generation American chestnuts (Castanea dentata) planted in the southeastern United States,"The loss of American chestnut (Castanea dentata) in eastern North America to chestnut blight, a disease caused by the fungal pathogen (Cryphonectria parasitica), has devastated ecological and utilitarian processes and functions. A backcross breeding approach has been developed to confer disease resistance to hybrid seedlings, and forest reintroduction trials will provide important information on performance and durability of resistance in real-world forest conditions. Three plantings were established in 2009 in mesic, even-aged regeneration harvests (site index averaged 23 m for Quercus rubra) and were examined for eight-year blight resistance. These plantings are the first forest field trials to test blight resistance of the most advanced breeding generation currently available, the third generation of the third backcross (BC3F3), against less advanced breeding generations (BC1F3, BC2F3), disease-resistant Chinese chestnut (C. mollissima), and disease-susceptible American chestnut. We also examined if C. parasitica infection was related to tree size and growth. The pathogen infected 36 percent of trees across locations by year 8, but 31 percent of trees died prior to detection of infection. Non-pathogen related mortality was probably due to factors that are typical of hardwood plantings, including repeated deer browsing and native and non-native pest damage. The BC3F3 generation exhibited resistance more similar to the Chinese chestnut than the American chestnut, but exhibited significantly lower resistance than Chinese chestnut at the location with the highest blight incidence; genetic family differences among BC3F3 progeny were significant at this location. Interactions between planting location and breeding generation affected resistance rankings, suggesting additional or longer-term testing is needed to determine resistance of a particular breeding line across a variety of sites. Probability of disease incidence was positively related to ground-line diameter (GLD), but this relationship depended on location and breeding type. At two locations, American chestnut had 50 percent probability of C. parasitica infection when GLD was approximately 70 mm, and the BC3F3 had 50 percent probability when GLD was between 93 and 126 mm. The Chinese chestnut maintained low probability of disease incidence (&lt;35 percent) across all GLD sizes, regardless of location. While a relatively high level of disease resistance was associated with the most advanced breeding generation, BC3F3, the plantings are too young to determine durable blight resistance. © 2018"
117,Do terrestrial salamanders indicate ecosystem changes in New England Forests?,"Long-term ecological research (LTER) and monitoring programs accrue invaluable ecological data that inform policy and improve decisions that enable adaptation to and mitigation of environmental changes. There is great interest in identifying ecological indicators that can be monitored easily and effectively to yield reliable data about environmental changes in forested ecosystems. However, the selection, use, and validity of ecological indicators to monitor in LTER programs remain challenging tasks for ecologists and conservation biologists. Across the eastern United States of America, the foundation tree species eastern hemlock (Tsuga canadensis (L.) Carrière) is declining and dying fromirruptions of a non-native insect, the hemlock woolly adelgid (Adelges tsugae Annand). We use data from the Harvard Forest LTER site's Hemlock Removal Experiment together with information from other eastern US LTER sites to show that plethodontid salamanders can be reliable indicators of ongoing ecological changes in forested ecosystems in the eastern USA. These salamanders are abundant, they have a history of demographic stability, are both predators and prey, and can be sampled and monitored simply and cost-effectively. At the Harvard Forest LTER, red-backed salamanders (Plethodon cinereus Green) were strong indicators of intact forests dominated by eastern hemlock (Tsuga canadensis); their high site fidelity and habitat specificity yielded an indicator value (robust Dufrêne and Legendre's ""IndVal"") for this species of 0.99. Eastern red-spotted newts (Notopthalmus viridescens viridescens Rafinesque) were better indicators of nearby stands made up of young, mixed hardwood species, such as those which replace hemlock stands following adelgid infestation. At the Hubbard Brook and Coweeta LTER sites, plethodontid salamanders were associated with intact riparian habitats, which may also be dominated by eastern hemlock. We conclude that plethodontid salamanders satisfy most criteria for reliable ecological indicators of environmental changes in eastern US forests. © 2019 by the authors."
118,Community resistance to an invasive forest insect–fungus mutualism,"Antagonistic species interactions may prevent introduced species from becoming invasive in novel geographic ranges. Within mutualisms, resistance to any partner can impact the mutualism as a whole. Larvae of the globally invasive Sirex woodwasp Sirex noctilio (Hymenoptera: Siricidae) complete their development in the sapwood of Pinus spp. (Pinaceae) only in the presence of the fungus, Amylostereum areolatum (Basidiomycota). In the Southern Hemisphere where Pinus are introduced, Sirex noctilio is an outbreak invasive pest, but in North America where Pinus is indigenous it has not irrupted to economic levels 15+ yr since introduction. To test the biotic resistance hypothesis, we characterized the arthropod community attracted to and co-infesting Pinus resinosa trees at the geographic frontier of its introduced North American range, quantified antagonistic interactions observed within trees, and assayed competition of fungal species under laboratory conditions. A suite of potential natural enemies and competitors inhabited Sirex-infested P. resinosa trees. Trees experimentally exposed to ovipositing Sirex noctilio females and to physical wounding attracted greater numbers of saprophagous beetles (Cerambycidae: Xylotrechus sagittatus and Curculionidae: Ips pini) and parasitoid wasps (Ichneumonidae: Ibalia leucospoides) compared to undamaged controls. Recruitment of Xylotrechus and Ibalia was positively related to numbers of oviposition scars left by Sirex females. Within xylem tissue, abundant Xylotrechus larvae killed and consumed more than 10% of Sirex larvae. This facultative intraguild predation was positively density-dependent but nonlinear, with a unimodal peak at intermediate Sirex density. Sirex density in xylem was weakly, negatively related to Ips bark beetle density, suggesting potential competition between fungal associates (Ascomycota: Ophiostoma ips) for sapwood resources. Benchtop experiments in natural and artificial media supported the hypothesis of competition between Ips and Sirex fungal associates, with faster growth and competitive dominance of the bluestain fungus under most scenarios tested. Altogether, this study provides evidence for multiple mechanisms of biotic resistance, whereby a resident community reduces survival or performance of both an invasive insect and its fungal mutualist. © 2019 The Authors."
119,Determining Optimal Parasitoid Release Timing for the Biological Control of Emerald Ash Borer (Coleoptera: Buprestidae),"The emerald ash borer, Agrilus planipennis Fairmaire (Coleoptera: Buprestidae), quickly established itself as an invasive species in North America after it was first detected near Detroit, Michigan, USA, in 2002. Just 1 yr later, emerald ash borer was introduced accidentally into Maryland, USA, on imported ash nursery stock. After quarantine and eradication efforts failed, a classical biological control program was initiated in Maryland in 2009 with the release of 2 larval parasitoids: Tetrastichus planipennisi Yang (Hymenoptera: Eulophidae) and Spathius agrili Yang (Hymenoptera: Braconidae), and 1 egg parasitoid, Oobius agrili Zhang and Huang (Hymenoptera: Encyrtidae). Timing is critical to the success, efficiency, and cost-effectiveness of classical biological control programs where release of parasitoids must coincide temporally with that of susceptible stages of the host. In 2017, periodic field surveys at 2 sites in central Maryland were conducted to assess emerald ash borer phenology using green funnel traps to sample adults, and debarking infested ash trees to sample larval stages. Adult emerald ash borer first appeared in traps on 18 May 2017 (479 growing degree d base 10 [GDD10]), peaked on 15 Jun (823 GDD10), and were absent from 13 Jul (1,301 GDD10) through 12 Oct (2,598 GDD10) when surveys were terminated. Larval sampling in early Aug (1,698 GDD10) found all larval instars present, the most common being the second instar (46%), followed by the third instar (28%), fourth instar (20%), first instar (5%), and prepupal J-shaped larvae (J-larva) (0.5%). J-larvae are so called because after excavating a pupal chamber, the head is bent down 180 degrees to the rest of the body, resembling the shape of the letter J. Larval sampling in late Oct (2,710 GDD10) found J-larvae to be the dominant stage present (92.2%), followed by fourth instar (4.8%), third instar (2.4%), and second instar (0.6%). We found that emerald ash borer was univoltine, and that nearly 50% of emerald ash borer larvae had developed to stages susceptible to parasitism (third and fourth instar) by early Aug (1,698 GDD10). By late Oct (2,710 GDD10), 92% had developed beyond parasitoid susceptible stages (J-larvae). These findings suggest that egg parasitoid releases are best targeted from early May to late Jun at an approximate GDD10 range of 300 and 1,100 with larval parasitoid releases best targeted between 1,400 and 2,500 GDD10. © 2019 Florida Entomological Society. All rights reserved."
120,Foliage Type and Deprivation Alters the Movement Behavior of Late Instar European Gypsy Moth Lymantria dispar (Lepidoptera: Erebidae),"The movement behavior of insects characterizes their ability to disperse, establish, compete, forage, seek mates, and ultimately reproduce. Understanding the movement of invasive insects is particularly important for developing management policies. We conducted laboratory experiments in Minnesota, USA to determine how host type and food deprivation affected the movement of late instars of the European gypsy moth Lymantria dispar (Lepidoptera: Erebidae), an invasive forest insect in North America. Gypsy moth larvae can feed on over 300 species of trees and shrubs. During outbreaks food availability to conspecifics can become severely restricted as developing instars consume increasing amounts of foliage. Larvae were raised on one of five foods: Quercus macrocarpa, Larix laricina, Acer platanoides, Acer saccharinum, or artificial diet. Subsets of fifth and sixth instar larvae were also deprived of food for zero, 24, or 48 h. After the food deprivation period, late instar larvae were placed on a servosphere and their movement paths were recorded. Larvae raised on Q. macrocarpa, a preferred host, were unlikely to move unless starved. They moved farther the longer they were starved. In contrast, when larvae were raised on less preferred hosts, they were more likely to move without prior starvation. These results suggest that feeding on optimal hosts provides gypsy moth larvae with the energy and nutritional requirements to move more quickly to more food when there is none immediately available. © 2019, Springer Science+Business Media, LLC, part of Springer Nature."
121,Regeneration for resilience framework to support regeneration decisions for species with populations at risk of extirpation by white pine blister rust,"Natural forests are increasingly invaded by nonnative pests and pathogens that threaten host species with population extirpation and cascading ecological impacts. The regeneration for resilience (R4R) framework provides a decision structure to prioritize limited resources and utilize artificial and natural regeneration management to offer the best likelihood of success in positioning stands and landscapes to support multi-generational self-sustaining host populations in the presence of the nonnative invader by (1) increasing host population size to offset invader-caused mortality, (2) increasing the frequency of genetic resistance traits in host populations in habitats that enable their expression and durability to retard future mortality and facilitate population sustainability and recovery, and (3) maintain host genetic diversity, adaptive capacity, and population connectivity. This application is designed for conditions where the nonnative invader is expected to be a persistent threat, the host species naturally has some genetic resistance to the invasive species, and the forest host populations are integral to support valued ecosystem processes and services. The R4R framework has been developed for application in high elevation five-needle pine ecosystems of North America impacted and threatened by the nonnative pathogen Cronartium ribicola that causes the lethal disease white pine blister rust (WPBR). Several examples using the R4R framework to integrate information on current forest condition, WPBR risk or hazard, genetic resistance to WPBR, and host population dynamics and silvics to prioritize areas and design interventions are discussed. Effective management of forest regeneration dynamics can increase forest resilience and adaptive capacity to mitigate impacts of invasive species. © 2018, This is a U.S. government work and its text is not subject to copyright protection in the United States; however, its text may be subject to foreign copyright protection."
122,Trap height considerations for detecting two economically important forest beetle guilds in southeastern US forests,"Wood-infesting beetles continue to be introduced into new areas at high rates through global trade. Once established, these species can be difficult or impossible to eradicate and can be extremely damaging to both ecosystems and economies. Efforts to detect newly arrived species before they become widespread represent an important early line of defense against these threats. There is considerable interest in optimizing trapping methods to best detect taxa of greatest concern. The purpose of this paper is to explore the role of trap height in influencing detection rates for two economically important guilds of forest Coleoptera [phloem/wood feeders (Buprestidae, Cerambycidae and some scolytine Curculionidae) and ambrosia beetles (scolytine Curculionidae)]. We examine this question using three datasets from southeastern US forests. In general, we found phloem/wood feeders and ambrosia beetles to exhibit contrasting vertical distribution patterns. Whereas phloem/wood feeders generally became more species-rich and abundant with increasing trap height, the opposite pattern was found for ambrosia beetles. Moreover, all species found to be significantly associated with the highest traps were phloem/wood feeders, whereas all but one of the species significantly associated with the lowest traps were ambrosia beetles. It is clear from these findings that detection efforts targeting both guilds will be most effective when traps are deployed at multiple heights in southeastern US forests. © 2017, Springer-Verlag Berlin Heidelberg (outside the USA)."
123,"Establishment and Distribution of Laricobius spp. (Coleoptera: Derodontidae), a Predator of Hemlock Woolly Adelgid, within the Urban Environment in Two Localities in Southwest Virginia","Hemlock woolly adelgid (HWA), Adelges tsugae Annand, is a highly destructive non-native pest lethal to eastern hemlock, Tsuga canadensis (L.) Carrière, and Carolina hemlock, T. caroliniana Engelmann. Fifty years following the first observation of HWA in eastern North America, a predatory beetle, Laricobius nigrinus Fender, was evaluated, approved, and released as a biological control agent. Efforts were made to mass rear L. nigrinus with the goal of redistributing the beetles on public lands, typically in forest ecosystems, as a secondary option to silvicultural and chemical controls. The majority of L. nigrinus releases has occurred on public lands. Herein, we report the observation of L. nigrinus within the urban environment outside of known release locations. Two towns, Blacksburg and Radford, were divided into 0.40 km2 grids. A total of 27 and 19 grids were randomly selected from each town, respectively. Hemlocks were present in 44 and 42% of the grids surveyed in Blacksburg and Radford, respectively. In Blacksburg and Radford, 86 and 100% of the grids with hemlocks were infested with HWA, and of those infested hemlocks, Laricobius spp. was present in 100 and 75% of grids, respectively. A total of 154 Laricobius spp. (98% L. nigrinus and 2% Laricobius rubidus) adults were collected between each town. While it is unclear the level of control L. nigrinus has on reducing HWA's impact, the establishment of this biological control agent in the urban environment is an additional level of predation, that would otherwise not be present, for homeowners with HWA-infested trees. © 2019 The Author(s) 2019. Published by Oxford University Press on behalf of Entomological Society of America."
